cause,category_cause,effect,category_effect,relationship,frequency,num_papers,main_confidence,sample_evidence
tactile sensing,data,manipulation,outcome,enables,2,2,high,highlights the value of rich tactile information for fine manipulation.
sam,model,robustness,outcome,enables,2,2,high,revealed robust generalization capabilities.
image segmentation,model,robustness,adaptation,improves,2,2,high,"To improve robustness, we incorporate additional prior knowledge, such as adjacent-slice predictions."
sim-to-real transfer,adaptation,real-world deployment,outcome,enables,2,2,high,highlights the framework's robustness in sim-to-real transfer.
pseudo masks,model,image segmentation,model,trains,2,2,high,used to train a standalone segmenter
SAM,model,adapter,adaptation,transfers_to,2,2,high,first SAM adaptation framework designed to transition from single expert mindset to collective intelligence representati
CT scan,data,intramuscular fat percentage,outcome,enables,2,2,high,"A rapid, non-destructive method of IMF determination like computed tomography (CT) would enable pre-sorting of carcasses"
sim-to-real transfer,adaptation,domain adaptation,adaptation,solves,2,2,high,transferring learned policies to new domains with different dynamics
standalone segmenter,model,segmentation masks,outcome,generates,2,2,high,BoxCell generates two segmentation masks
foundation models,model,generalization,adaptation,enables,2,2,high,foundation models to generalize well with few-shot learning addresses critical barriers
3D model,model,reduced memory needs,outcome,improves,2,2,high,substantially reducing memory needs and improving parallelization.
eviprompt,model,domain gap,adaptation,solves,2,2,high,alleviating the domain gap between natural and medical images
eviprompt,model,SAM,model,integrates_with,2,2,high,EviPrompt to overcome these issues... to automatically generate prompts for SAM in medical images
domain adaptation,problem,SAM,model,requires,2,2,high,using SAM 2 directly on light fields is highly ineffective due to unexploited constraints
image segmentation,problem,accuracy,outcome,correlates,2,2,high,SAM-Point and SAM-Box were significantly associated with target-vs-background contrast.
synthetic data,data,real-world performance,outcome,transfers_to,2,2,high,assess the quality of the simulation-to-reality transfer learning process.
domain randomization,adaptation,generalization capability,model,improves,2,2,high,achieve the generalization capability required for real performance.
sam,model,automated medical image segmentation,outcome,enables,2,2,high,SAM shows impressive zero-shot segmentation performance for certain medical imaging datasets
box prompts,data,SAM performance,outcome,improves,2,2,high,SAM performs notably better with box prompts than with point prompts
sim-to-real,adaptation,domain gap,adaptation,transfers_to,2,2,medium,sim2real to bridge the dynamics domain gap.
fastsam3d,model,low-cost segmentation,outcome,enables,2,2,high,FastSAM3D opens the door for low-cost truly interactive SAM-based 3D medical imaging segmentation.
sam,model,salient object detection,outcome,improves,2,1,high,"SAM excels in general object segmentation, it lacks the intrinsic ability to detect salient objects"
domain query decoder,model,segmentation decoding,outcome,enables,2,2,high,devise a Domain Query-enhanced Decoder (DQ-Decoder) by leveraging learnable domain queries for segmentation decoding
SAM,model,cross-modality learning,adaptation,improves,2,2,high,adapts the original SAM model to enhance cross-modality learning
SAM,model,RVOS,problem,requires,2,2,high,lacks proficiency in referring video object segmentation (RVOS) due to the need for precise user-interactive prompts
learned representation,model,sim-to-real,outcome,improves,2,2,high,"improves the performance of various downstream tasks, such as sim-to-real transfer"
sam,model,pseudo-labels for RS images,data,generates,2,2,high,leveraging the Segment Anything Model (SAM) to predict precise pseudo-labels for RS images
ALPS,model,performance of downstream tasks,outcome,improves,2,2,high,our approach enhances the performance of downstream tasks across various benchmarks
amodal depth,model,high-quality amodal depth predictions,outcome,enables,2,1,high,Our proposed frameworks effectively leverage the capabilities of large pre-trained models
fine-tuning,model,SAM,model,adapts,2,2,high,"the approach adopted for this work...involved a transfer learning process, specifically the fine-tuning technique"
consistency regularization,model,output invariance,outcome,enhances,2,2,high,to enhance the output invariance under different prompts.
ALPS,model,flexible application to segmentation,adaptation,enables,2,2,medium,the proposed pipeline is flexible and can be applied to medical image segmentation
SAM,model,medical image classification,outcome,enables,2,2,high,no studies have shown how to harness the power of SAM for medical image classification
zero-shot sim-to-real,adaptation,generalization,outcome,enables,2,2,high,"generalize to unseen conditions, such as uneven terrain and morphological damage"
domain randomization,adaptation,reality gap,problem,solves,2,2,medium,reality gap is bridged using domain randomization
synthetic data,data,training data,data,transfers_to,2,2,high,requires a large amount of manually annotated training data
pixel-wise depth,data,SAM,model,finetunes,2,2,high,the pixel-level annotations are used to finetune the SAM segmentation model
weak prompts,data,pixel-level annotations,data,generates,2,2,high,SAM is first employed to generate pixel-level annotations from weak prompts
CBCT imaging,data,detection of small defects,outcome,improves,2,1,high,CBCT imaging at 90 kVp was associated with a significantly higher rate of detection
synthetic data,data,public datasets,data,integrates_with,2,2,medium,combination of real and synthetic images of Arabidopsis plants
concise term,model,segmentation quality,outcome,improves,2,2,high,Ablation studies confirm that our use of relative positional encodings... improve segmentation quality.
sam,model,sample efficiency,outcome,improves,2,2,high,SAM has demonstrated remarkable adaptability with improved sample efficiency.
ColonCrafter,model,3D point cloud generation,outcome,enables,2,2,high,"demonstrate clinically relevant applications of ColonCrafter, including 3D point cloud generation"
ColonCrafter,model,coverage map,outcome,enables,2,2,high,"demonstrate clinically relevant applications of ColonCrafter, including surface coverage assessment"
MA-SAM,model,strong generalization,outcome,improves,2,2,high,"our model also demonstrates strong generalization, and excels in challenging tumor segmentation"
PSS methods,model,superior performance,outcome,improves,2,2,high,demonstrated its superior performance compared to traditional PSS methods.
CLIP text encoder,model,dense embeddings,data,generates,2,2,high,incorporates structured text prompts... into dense embeddings
MedSAM,model,segmentation accuracy,outcome,improves,2,2,high,Adding shape and location cues consistently improved segmentation accuracy
structured text prompt,model,click-free segmentation,outcome,enables,2,2,high,structured language prompts can effectively replace spatial interactions
cross-modal mlp,model,interactive prompts,interface,enables,2,2,high,"projects the text embedding of the referring expression into sparse and dense embeddings, serving as user-interactive pr"
SAM,data,model robustness,model,improves,2,2,high,SAS enhances model robustness and generalizability across diverse anatomical structures
sam,model,segmentation masks,data,generates,2,2,high,generates accurate segmentation masks of surgical tools using SAM
parameter-efficient adaptation,model,alignment of language and vision,adaptation,improves,2,2,high,align and fuse the language and vision features effectively
virtual environment,adaptation,real-world applications,outcome,enables,2,2,high,"facilitating the smooth transfer of brush manipulation techniques from simulation to practical, real-world applications"
